"","1","2","3","4","5","6","7","8","9","10","11","12"
"消去",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"涼",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"淚水",0,0.000196153813609845,0.00016629814428358,0,0.000215663690913309,0,0,0,0.00046941318353585,0.000455475804483878,0,0
"淡黃",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"深仇",0,0.0004014540302409,0,0,0,0,0,0,0.000640476338137056,0,0,0
"深入",0,0.0004014540302409,0,0,0.00044138350562984,0,0,0,0,0,0,0
"深山",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"深鎖",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"淹沒",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"清初",0,0.0004014540302409,0,0,0,0.000286010455932856,0,0,0,0,0,0
"清朝",0,0.0004014540302409,0,0,0,0.000572020911865713,0,0,0,0,0,0
"清澈",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"游刃",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"渾",0,0.000120765270797259,0.000102384144656162,0,6.63884212980067e-05,0,6.54056336667131e-05,7.13925430282365e-05,0.000192667883712476,0,0,9.15047750839671e-05
"湖之人",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"湧",0,0.000246150411666587,0,0,0.000135316528704957,0,0,0,0,0.000381046399981045,0,0.00018651006127573
"湯開",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"準且",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"溫熱",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"滑",0,0.0004014540302409,0,0,0,0,0,0,0,0.000310729955610188,0,0
"滾來滾去",0,0.000621214474297251,0,0,0,0,0,0,0.000247770069375619,0.000240413511239332,0,0
"滾入",0,0.0004014540302409,0,0,0.00022069175281492,0,0,0,0,0,0,0
"滿",0,9.08467930922746e-05,0,0,0.000199765218379973,0,4.92019934999711e-05,0.000268528507492268,0.000144936199385817,0.000140632888741713,9.84288239476958e-05,6.88353142764364e-05
"滿腔",0,0.000246150411666587,0,0,0,0.0001753665081568,0.000133313356945173,0,0,0,0,0.00018651006127573
"滿額",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"漂亮",0,0.000310607237148626,0.000263331138907176,0,0,0,0,0.000183621006243114,0,0,0,0
"漆黑一團",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"漸",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"漸陡",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"潑婦",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"激射",0,0.000310607237148626,0,0,0,0,0.000168222726890403,0,0.000495540138751239,0,0,0
"激鬥",0,0.0004014540302409,0,0,0,0,0,0,0.000320238169068528,0,0,0
"濺",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"火來",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"火氣",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"火花",0,0.0004014540302409,0,0,0,0,0,0.000474653415483135,0,0,0,0
"灰白",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"灰馬",0,0.00222703059526085,0,0,0,0,0,0,0,0,0,0
"烏有",0,0.0004014540302409,0,0,0,0,0,0,0,0,0,0.000304184808275024
"無勝",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"無名指",0,0.0004014540302409,0,0,0,0.000286010455932856,0,0,0,0,0,0
"無機可乘",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"無比",0,0.000465910855722938,0.000263331138907176,0,0.00025612567232989,0,0,0,0.000247770069375619,0.000120206755619666,8.41325929665152e-05,0
"無異",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"無謂",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"焦躁",0,0.000310607237148626,0.000131665569453588,0,0.000170750448219927,0,0,9.18105031215571e-05,0,0,8.41325929665152e-05,0.000117674746999294
"照顧",0,0.000246150411666587,0.000208684990220034,0,0,0.0001753665081568,0.000266626713890345,0,0,0,0,0
"熊",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"熊元獻",0,0.0161459718156412,0,0,0,0,0,0,0,0,0,0
"熱血",0,0.0004014540302409,0,0,0,0.000286010455932856,0,0,0,0,0,0
"爬",0,0.000310607237148626,0.0010533245556287,0,0.000170750448219927,0,0,0,0,0,0,0
"父子",0,0.00418455699833199,0,0,0.000135316528704957,0.0001753665081568,0.000666566784725863,0,0,0,0,0
"片刻之間",0,0.000588461440829536,0,0,0.000107831845456654,0,0.000212471091905761,0.000115959824259438,0.000156471061178617,0,0,0
"片刻間",0,0.000196153813609845,0,0,0,0,0,0,0.000156471061178617,0.000151825268161293,0.000106262359568719,0.000148627254157895
"牢牢",0,0.000196153813609845,0,0,0.000107831845456654,0,0,0,0.000156471061178617,0.000151825268161293,0,0.000148627254157895
"物歸原主",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"牲口",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"狂奔",0,0.000621214474297251,0,0,0.000170750448219927,0,0,0,0,0.000240413511239332,0,0
"狠",0,0.000155303618574313,0,0,8.53752241099633e-05,0,8.41113634452014e-05,0.000183621006243114,0.000247770069375619,0.000120206755619666,0,0
"狠毒",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"狼狽不堪",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"猛吸",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"猛撲",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"猛擲",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"猛攻",0,0.000246150411666587,0.000417369980440067,0,0,0,0,0.000145516204620011,0,0,0.000133347004940363,0
"猛烈",0,0.000310607237148626,0,0,0,0,0,0.000183621006243114,0.000247770069375619,0,0,0
"猛然",0,0.000310607237148626,0,0,0,0,0,0,0.000247770069375619,0,0.00016826518593303,0
"猛衝",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"猿猴",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"獨門",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"獻出",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"獻給",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"玉石",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"玩物",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"現下",0,0.000465910855722938,0,0,0.000170750448219927,0,8.41113634452014e-05,0.000367242012486228,0.000371655104063429,0,8.41325929665152e-05,0
"理一理",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"瓶子",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"瓶裡",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"甘願",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"甚深",0,0.000310607237148626,0,0,0,0,0.000168222726890403,0.000183621006243114,0,0,0,0
"甚精",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"甜甜",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"生出",0,0.000310607237148626,0,0,0,0,0,0.000183621006243114,0,0,0.00016826518593303,0
"用勁",0,0.000310607237148626,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0,0
"甩出去",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"甫",0,0.000196153813609845,0,0,0.000215663690913309,0,0,0.000115959824259438,0.000156471061178617,0,0.000106262359568719,0
"田師兄",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"田老",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"田老掌",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"田門",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"田青文",0,0.0172594871132716,0,0,0,0,0,0,0,0,0,0
"由天",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"留下",0,9.08467930922746e-05,0,0,4.99413045949933e-05,0,4.92019934999711e-05,5.37057014984536e-05,7.24680996929083e-05,7.03164443708566e-05,0.00024607205986924,6.88353142764364e-05
"留著",0,0.000196153813609845,0,0,0.000107831845456654,0.000139747112838437,0,0,0.000312942122357233,0,0.000106262359568719,0
"畢",0,0.000392307627219691,0,0,0.000215663690913309,0.000139747112838437,0.00010623554595288,0,0,0,0,0.00029725450831579
"當作",0,0.000310607237148626,0.000131665569453588,0,8.53752241099633e-05,0,0,0.000183621006243114,0,0.000120206755619666,8.41325929665152e-05,0
"當先",0,0.000310607237148626,0,0,0.00025612567232989,0,8.41113634452014e-05,0.000275431509364671,0,0,8.41325929665152e-05,0.000823723228995058
"當日",0,0.000310607237148626,0,0,0,0,0,0.000183621006243114,0,0,0.000336530371866061,0
"當硬則",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"當胸",0,0.000310607237148626,0,0,0,0,0,0,0.000247770069375619,0,0.000336530371866061,0
"當胸射",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"當街",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"當軟則",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"疑心",0,0.000196153813609845,0,0.00156704020574912,0.000323495536369963,0,0,0.000115959824259438,0,0,0.000212524719137438,0
"疑懼",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"疑雲",0,0.0004014540302409,0,0,0,0,0,0,0.000320238169068528,0,0,0
"疾",0,0.0004014540302409,0,0,0,0,0,0,0,0,0,0.000304184808275024
"疾刺",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"疾向",0,0.000155303618574313,0.000131665569453588,0,8.53752241099633e-05,0,8.41113634452014e-05,0,0.00012388503468781,0.000120206755619666,0,0
"疾奔",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"疾攻",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"疾格",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"發箭",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"發號",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"發覺",0,0.000120765270797259,0,0,6.63884212980067e-05,8.60375723239159e-05,6.54056336667131e-05,0.00021417762908471,0,9.34736841764097e-05,6.54221419033781e-05,0
"發話",0,0.0004014540302409,0,0,0,0,0,0.000474653415483135,0,0,0,0
"發足",0,0.000310607237148626,0,0,0.000341500896439853,0,0,0,0,0.000721240533717995,0,0
"發錐",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"白布",0,0.000196153813609845,0,0,0.000107831845456654,0,0.000318706637858641,0.000231919648518875,0,0,0,0.000148627254157895
"白眉斜",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"白睛",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"白臉漢子",0,0.0004014540302409,0,0,0,0,0,0,0,0,0,0.000304184808275024
"白虹貫日",0,0.000310607237148626,0,0,0,0,0,0.000183621006243114,0,0.000240413511239332,0,0
"白衣",0,0.000310607237148626,0,0,0,0,0,0,0,0.00168289457867532,0.000841325929665152,0
"白雪",0,0.0024087241814454,0,0,0.00044138350562984,0,0,0,0,0,0,0
"百會",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"皇天",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"皚皚",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"皮靴",0,0.0004014540302409,0,0,0,0,0,0,0,0.000932189866830565,0,0
"盈盈",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"盒",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"盒兒",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"盒子",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"盜寶",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"盡全力",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"盡力",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"盡心",0,0.0008029080604818,0,0,0,0,0,0.000237326707741568,0,0,0,0
"盯",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"直取",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"直向",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"直如",0,0.0008029080604818,0,0,0,0,0,0,0,0,0,0.000304184808275024
"直沒至",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"相互",0,0.000931821711445877,0.000263331138907176,0,0,0,0,0,0,0,0.000504795557799091,0
"相候",0,0.0004014540302409,0,0,0,0,0,0,0,0,0,0.000304184808275024
"相助",0,0.000492300823333175,0,0,0,0,0.000399940070835518,0.000145516204620011,0,0.000190523199990522,0,0
"相反",0,0.000246150411666587,0.000208684990220034,0,0,0,0,0.000145516204620011,0,0,0.000266694009880726,0
"相好",0,0.000310607237148626,0,0,0,0,0.000168222726890403,0.000550863018729343,0,0,0,0
"相差",0,0.000246150411666587,0.000208684990220034,0,0,0,0,0,0.000392706268761436,0.000190523199990522,0,0
"相形見絀",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"相得益彰",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"相拒",0,0.0004014540302409,0,0,0,0.000572020911865713,0,0,0,0,0,0
"相架",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"相識",0,0.000392307627219691,0,0,0.000107831845456654,0.000139747112838437,0,0,0.000156471061178617,0,0.000106262359568719,0
"相讓",0,0.0004014540302409,0,0,0,0,0,0,0.000320238169068528,0,0,0
"相距",0,0.000465910855722938,0,0,0,0,0.000168222726890403,9.18105031215571e-05,0.00012388503468781,0.000120206755619666,0.00016826518593303,0
"眉不揚",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"眉間",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"眉頭",0,0.000246150411666587,0.000208684990220034,0,0,0,0,0.000145516204620011,0,0.000190523199990522,0,0
"看中",0,0.0004014540302409,0,0,0,0,0,0,0,0.000310729955610188,0,0
"真",0,0.00016340078014213,0.00013853029931997,0,0.000269479456160294,0.000320134815686184,0.000154869277553752,0.000241493211378804,0.000195516158944842,0.000126474050166507,0.00017703813281763,0.000123810028634405
"真兇",0,0.00167027294644564,0,0,0,0,0,0,0,0,0,0
"眼",0,0.000155303618574313,0,0,0.000170750448219927,0.000110643947776057,0.000168222726890403,0,0,0.000120206755619666,8.41325929665152e-05,0
"眼前",0,4.08501950355325e-05,3.46325748299926e-05,0,6.73698640400735e-05,2.91031650623804e-05,4.42483650153577e-05,9.65972845515218e-05,3.2586026490807e-05,6.32370250832537e-05,0.000110648833011019,3.09525071586013e-05
"眼明手快",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"眼睜睜",0,0.000492300823333175,0,0,0.000135316528704957,0,0,0,0,0.000190523199990522,0.000266694009880726,0
"眼見得",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"瞇",0,0.000310607237148626,0,0,0,0,0,0,0,0.000480827022478663,0.000336530371866061,0
"短箭",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"短箭射出",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"矮身",0,0.0008029080604818,0,0,0,0,0,0,0,0.000310729955610188,0,0
"砍死",0,0.0004014540302409,0.000340350559673622,0,0,0,0,0,0,0,0,0
"砍落",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"破空",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"破腦",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"砸",0,0.000196153813609845,0,0,0.000107831845456654,0,0,0.000811718769816063,0,0.000303650536322585,0.000106262359568719,0
"硬",0,0.000155303618574313,0,0,0,0,0.000420556817226007,0.000367242012486228,0.00012388503468781,0,8.41325929665152e-05,0.000117674746999294
"硬手",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"硬接",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"硬架",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"碰鐵拐",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"確",0,0.000120765270797259,0,0,0,0.000344150289295664,0.000261622534666852,7.13925430282365e-05,9.63339418562379e-05,0,6.54221419033781e-05,9.15047750839671e-05
"示怯",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"稱雄",0,0.000310607237148626,0,0,0,0,0.000168222726890403,0,0,0,0.00016826518593303,0
"積雪",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"穩穩",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"究",0,0.0004014540302409,0,0,0,0,0,0.000474653415483135,0,0,0,0
"究已",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"空中",0,0.000362295812391778,0.000307152433968487,0,0,0,0.000130811267333426,0.000142785086056473,0.000385335767424951,0,6.54221419033781e-05,9.15047750839671e-05
"空虛",0,0.0004014540302409,0,0.00320714950461682,0,0,0,0,0,0,0,0
"空身",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"空門",0,0.0004014540302409,0,0,0,0,0,0,0,0.000310729955610188,0,0
"穿入",0,0.000310607237148626,0,0,0,0,0,0.000183621006243114,0,0.000240413511239332,0,0
"穿頭",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"突兀",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"突如其來",0,0.000310607237148626,0.000263331138907176,0,0,0,0.000168222726890403,0,0,0,0,0
"立即",0,0.000362295812391778,0,0,0,0.000172075144647832,0.000196216901000139,0.000142785086056473,0.000385335767424951,0.000467368420882048,0,9.15047750839671e-05
"立誓",0,0.000310607237148626,0,0,0,0,0,0.000183621006243114,0,0,0,0.000470698987997176
"立足",0,0.000621214474297251,0,0,0,0,0,0,0,0.000240413511239332,0.00016826518593303,0
"站定",0,0.000310607237148626,0,0,0,0,0,0,0.000247770069375619,0,0.000336530371866061,0
"站立",0,0.000310607237148626,0.000263331138907176,0,0,0,0.000168222726890403,0,0,0,0,0
"竟不將",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"竟將",0,0.000120765270797259,0.000102384144656162,0,6.63884212980067e-05,8.60375723239159e-05,6.54056336667131e-05,0.000142785086056473,0,0.000373894736705639,0,0
"竟未",0,0.0004014540302409,0,0,0,0,0,0,0.000320238169068528,0,0,0
"竟能",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"笑容",0,0.000196153813609845,0.00016629814428358,0,0,0,0.00010623554595288,0,0.000156471061178617,0,0.000106262359568719,0
"笑靨",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"笨",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"第一",0,0.000465910855722938,0.000131665569453588,0,8.53752241099633e-05,0.000110643947776057,8.41113634452014e-05,0,0,0,8.41325929665152e-05,0
"第三",0,0.000310607237148626,0.000263331138907176,0,8.53752241099633e-05,0,8.41113634452014e-05,0.000275431509364671,0,0,0,0.000117674746999294
"第三枝",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"筆",0,0.000310607237148626,0,0,0,0.000442575791104227,0,0,0,0.000721240533717995,0,0
"筆尖",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"筆桿",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"筆直",0,0.000310607237148626,0,0,0,0,0.000168222726890403,0.000183621006243114,0,0,0,0
"筆立",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"等候",0,0.000196153813609845,0,0,0.000215663690913309,0.000139747112838437,0,0,0.000156471061178617,0,0,0.000148627254157895
"筵席",0,0.000310607237148626,0.000526662277814352,0,0,0.000221287895552113,0,0,0,0,0,0
"算計",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"箭",0,0.00217425066004038,0,0,0.00170750448219927,0,0,0.000367242012486228,0,0,0,0
"箭尖",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"箭桿",0,0.0004014540302409,0,0,0.00022069175281492,0,0,0,0,0,0,0
"粉身碎骨",0,0.000310607237148626,0,0,0.000170750448219927,0,0,0.000183621006243114,0,0,0,0
"精力",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"精熟",0,0.0004014540302409,0,0,0.00044138350562984,0,0,0,0,0,0,0
"精細",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"精緻",0,0.0004014540302409,0,0,0,0,0.000217424720390374,0,0,0,0,0
"糊里糊塗",0,0.000310607237148626,0.000263331138907176,0,0,0,0,0,0,0,0,0.000235349493998588
"糾纏",0,0.0004014540302409,0,0,0.00022069175281492,0,0,0,0,0,0,0
"約",0,0.000310607237148626,0.000131665569453588,0,0,0.000110643947776057,0,9.18105031215571e-05,0,0.000360620266858997,0.00016826518593303,0
"紅唇",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"紅絲",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"紅色",0,0.000310607237148626,0,0,0,0,0.000168222726890403,0.000183621006243114,0,0,0,0
"素以",0,0.0004014540302409,0,0,0,0,0,0,0,0.000310729955610188,0,0
"紫膛",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"細聲細氣",0,0.00111351529763043,0,0,0,0,0,0,0,0,0,0
"終明",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"結下",0,0.0004014540302409,0.000340350559673622,0,0,0,0,0,0,0,0,0
"絕技",0,0.000120765270797259,0,0,0.000265553685192027,0,6.54056336667131e-05,0.00021417762908471,0,0.000186947368352819,6.54221419033781e-05,9.15047750839671e-05
"給面子",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"經管",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"緊接",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"緊接著",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"緩",0,0.000310607237148626,0,0,0,0,0,0.000367242012486228,0,0,0.000336530371866061,0
"緩緩",0,0.000272540379276824,0,0,9.98826091899865e-05,0,4.92019934999711e-05,5.37057014984536e-05,0.000217404299078725,0.00021094933311257,0.000147643235921544,6.88353142764364e-05
"緩行",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"練子錘",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"縞素",0,0.000310607237148626,0,0,0.000170750448219927,0,0,0,0,0,0,0.000235349493998588
"縮頭",0,0.0004014540302409,0,0,0,0,0,0,0,0,0,0.000304184808275024
"縱上",0,0.0004014540302409,0,0,0,0,0,0,0,0.000310729955610188,0,0
"縱到",0,0.0008029080604818,0,0,0.00022069175281492,0,0,0,0,0,0,0
"縱然",0,0.000196153813609845,0.00016629814428358,0,0,0.000419241338515311,0.00010623554595288,0,0,0.000303650536322585,0,0
"縱目",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"縱聲",0,0.000155303618574313,0,0,8.53752241099633e-05,0,0,9.18105031215571e-05,0.00012388503468781,0.000360620266858997,8.41325929665152e-05,0
"縱馬",0,0.000621214474297251,0,0,0.000170750448219927,0,0.000504668180671209,0.000183621006243114,0,0.000360620266858997,0,0.00058837373499647
"縱馬快",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"縱馬馳",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"總好",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"總標頭",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"總覺",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"繁花",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"繞道",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"繩上",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"續道",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"纏",0,0.000155303618574313,0,0,0,0,8.41113634452014e-05,9.18105031215571e-05,0.00012388503468781,0,0.00016826518593303,0.000117674746999294
"纏住",0,0.0004014540302409,0,0,0,0,0,0.000711980123224703,0,0,0,0
"纏個",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"罕見",0,0.000310607237148626,0,0,0.000170750448219927,0,0,0,0,0.000240413511239332,0,0
"罩",0,0.000246150411666587,0,0,0.000135316528704957,0,0,0,0,0.000190523199990522,0,0.00018651006127573
"罵聲",0,0.0004014540302409,0,0,0,0,0,0,0,0.000310729955610188,0,0
"罵道",0,0.000386740952892229,0.000218584594748568,0,7.086783902994e-05,4.59213873953135e-05,0.000139637479780921,3.81048016231035e-05,0.000102833869989803,4.98903112488092e-05,0,9.76788654457152e-05
"罷啦",0,0.0004014540302409,0,0,0.00022069175281492,0,0,0,0,0,0,0
"罷手",0,0.000246150411666587,0.000208684990220034,0,0,0,0.000133313356945173,0,0,0,0.000133347004940363,0
"羈勒",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"羞態",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"羽箭",0,0.0028101782116863,0,0,0.000662075258444759,0,0,0,0,0,0,0
"翻",0,9.08467930922746e-05,0.000231058262299338,0,9.98826091899865e-05,0.000194167681142229,9.84039869999422e-05,0.000107411402996907,0,0.00021094933311257,0,6.88353142764364e-05
"翻滾",0,0.0004014540302409,0,0,0,0,0,0,0,0,0.000217479597906878,0
"翻起",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"老僧",0,0.0112407128467452,0,0,0,0,0,0,0,0,0.000217479597906878,0
"老光棍",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"老大",0,0.000310607237148626,0,0,0,0,0.000504668180671209,0.000367242012486228,0,0,0,0
"老夫",0,0.0004014540302409,0,0,0,0,0,0,0,0.00155364977805094,0,0
"考較",0,0.0004014540302409,0.000340350559673622,0,0,0,0,0,0,0,0,0
"而且",0,0.000196153813609845,0,0,0,0,0.00010623554595288,0,0,0.000151825268161293,0.000212524719137438,0.00029725450831579
"而出",0,0.000246150411666587,0.000417369980440067,0,0,0,0,0,0.000196353134380718,0,0,0.00018651006127573
"而行",0,0.000120765270797259,0,0,6.63884212980067e-05,0,0,7.13925430282365e-05,9.63339418562379e-05,9.34736841764097e-05,6.54221419033781e-05,0.000183009550167934
"而道",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"耳旁",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"耳裡",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"聰明伶俐",0,0.0004014540302409,0,0,0,0,0,0.000237326707741568,0,0,0,0
"聲名",0,0.0004014540302409,0,0,0,0.000286010455932856,0,0,0,0,0,0
"職掌",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"聽得箭聲",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"聽說",0,9.08467930922746e-05,0,0,4.99413045949933e-05,0.000129445120761486,9.84039869999422e-05,0.000322234208990721,0.000144936199385817,0.00042189866622514,4.92144119738479e-05,0
"肉不動",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"肉掌",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
"肉搏",0,0.000556757648815213,0,0,0,0,0,0,0,0,0,0
